waktu,tweets,label
2018-11-02 3:19:28,"Tuhan tidak marah, beliau sayang kpd kita. jangan lagi menyalahkan siapa"". sudah. Kita ini hamba nya,",positif
2018-11-02 2:47:12,"Saya sepakat..Dalam keadaan apapun,jika kita dipanggil Tuhan Yang Maha Kuasa, tetap tak bisa kita hindari..",netral
2018-11-02 2:41:02,"Tak terbendung betapa remuk redam duka keluarga penumpang kala itu, yg kini sudah di pastikan berganti status menja",netral
2018-11-02 2:40:22,#PrayForJT610 Turut berduka cita atas musibah jatuh nya pesawat #LionAir sesungguhnya kami datang nya dari Allah SWT,positif
2018-11-02 2:27:01,"lg gempa palu, malah ngehoax penganiayaan rs.lg musibah lion air jt610, malah demo bendera.PKI dasar.#PrayForJT610 #PrayForLionAirJT610",negatif
2018-11-02 2:26:21,"Jangan memilih dia yg meninggalkanmu di saat badai datang,Pilihlah dia yg selalu ada di sampingmu dan menghangatkan",netral
2018-11-02 2:22:21,@bempknstan @pknstanid Turut Berduka Cita atas berpulangnya 16 alumni STAN dalam musibah jatuhnya pesawat Lion Air,positif
2018-11-02 2:17:26,"Doakan Korban Lion Air JT 610, UMI Gelar Zikir @Supirpete2 @Agakarebaa @infoMKS_",positif
2018-11-02 2:02:35,"Di luar agenda kepresidenan, Presiden Joko Widodo pada Selasa sore, 30 Oktober 2018, bertolak menuju posko evakuasi",positif
2018-11-02 1:52:28,"Doa, duka dan ucapan belasungkawa dr lubuk hati yang paling dalam dari saya untuk semua Korban dan keluarga korban",positif
2018-11-02 1:42:42,"Jadi Renungan 27-08-18 Lombok 28-09-18 Palu, Sigi Dan Donggala 29-10-18 Lion Air JT 610 #PrayforLombok #PrayforPalu #PrayForJT610",netral
2018-11-02 1:28:37,"Segenap jajaran dilingkungan Kanwil BPN Provinsi Riau, Turut Berduka Cita sedalam-dalamnya untuk rekan sahabat kami",positif
2018-11-02 1:28:32,"Mujahidah hebat, bermanfaat buat umat, semoga senantiasa ia peroleh ridhoNya di dunia maupun di akhirat. Aamiin.",positif
2018-11-02 1:28:27,Laboratorium Akan Teliti Black Box Lion Air #prayforjt610 #KlikRMOL,netral
2018-11-02 1:00:30,Black Box Lion Air JT 610 Ditemukan #JT610 #LionAir #PrayForJT610,netral
2018-11-02 0:26:30,"Selamat jalan sahabat, beristirahatlah dalam damai. #PrayForJT610",positif
2018-11-02 0:18:17,Total Kompensasi Bagi Keluarga Korban Lion Air #LionAirJT610 #LionJT610 #lionairindonesia,netral
2018-11-02 0:17:53,"masih sedih dan gemetar kalo nonton berita Lion Air :""(\ngimana enggak :( sabtu minggu naik pesawat Semarang-Surabay",netral
2018-11-02 0:17:37,"2. Tiba pukul 16. 07 WIB, Presiden @jokowi meninjau langsung hasil evakuasi didampingi Menteri Perhubungan",netral
2018-11-02 0:17:20,Seorang driver ojol Melihat Pesawat Lion yg Miring &amp; mengeluarkan Asap dibagian bawah..ke KNKT ia baru tau yg dilih,netral
2018-11-02 0:17:03,Malam jumat saat bermunajat. Terselip doa utk 189 korban tragedi Lion dan 2.081 korban bencana di Palu,positif
2018-11-02 0:07:42,Selamat malam Jumat bagi semua.... masih berkabung atas kecelakaan pesawat #PrayForJT610 mari panjatkan doa memoho,positif
2018-11-02 0:04:49,Mohon maaf khusus malam ini #ElectionTalk tidak tayang dikarenakan ada #breakingnews musibah jatuhnya pesawat Lion,negatif
2018-11-02 0:03:53,Keluarga korban jatuhya pesawat lion air JT 610 mulai mendatang i posko di bandara soetta. #PrayforJT610.',netral
2018-11-02 0:03:10,Ini asli Tentara Penjaga NKRI. Bukan tentara-tentaraan yang menyerupai tentara.\n#PrayForJT610 ,negatif
2018-11-02 0:00:53,"perhatikan istrimu, jika sehabis shalat isa lalu pegangan HP dan langsung masuk kamar. Kemungkinan dia sedang selin",negatif
2018-11-01 23:57:22,"Doa ku, doa mu dan doa kita semua terjawab akan blackbox yg berhasil tmukan. Semoga semakin dapat terungkap. Doakan",netral
2018-11-01 23:54:50,"alhamdulillah sudah menemukan Black Box Lion Air JT 610 , jangan di bawa ke luar negri aja, nanti di contek buat re",negatif
2018-11-01 23:54:37,Turut berduka cita atas musibah yang dialami Lion Air JT-610\xf0\x9f\x99\x8f\n\n#prayforjt610 #herminahospitals #rsuherminaarcamanik,positif
2018-11-01 23:53:57,"Pda sat bncan di Donggala, Printah presiden untk pncarin korbn bias sj pdahl korbn 2.000 lebih dn akhirny byk mayt",negatif
2018-11-01 23:50:39,"Bersikap bijaksana dalam. Bermedsos, tidak mengirim foto hoax dan foto-foto korban. #PrayForJT610'",positif
2018-11-01 23:45:27,Kemendagri Mudahkan Pengurusan Akta Kematian Korban Lion Air #prayforjt610 #KlikRMOL,positif
2018-11-01 23:27:25,Korban Lion Air Jannatun Shinta Sudah Diserahkan Kepada Pihak Keluarga #lionAir #klikRMOL #prayforjt610,netral
2018-11-01 21:57:19,Semoga hari ini kabar menggembirakan datang dari Basarnas dan stek holder yg lannya.\n#PrayForJT610',netral
2018-11-01 21:45:10,Semoga penyebab kecelakaan dan para korban cepat ditemukan setelah Black Box didapatkan #PrayForJT610',netral
2018-11-01 21:04:39,Dah jumoa sebelah kotak hitam JT610 ditemui... \n#Indonesia #malaysiabaharu #JT610 #PrayForJT610 #BlackBox,netral
2018-11-01 19:59:49,https://t.co/EhhPQVnXZ6 - Pihak #LionAir Menepik Adanya Kelalaian Saat Pendataan.\n#PrayForJT610 #PrayForLionAir ,negatif
2018-11-01 19:55:41,"Lion Air JT 610 Jatuh, FPI Gelar Doa Bersama di Pantai Pakis Karawang. #ILCLionAir #FPI #PrayForJT610'",positif
2018-11-01 18:54:34,Tidak ada hablumnya bngst.\n#PrayForJT610,negatif
2018-11-01 18:44:53,@jokowi @KemenkeuRI Turut berduka cita. #PrayForJT610. #JT610',posiitf
2018-11-01 18:34:44,"@korantempo Hebat, tertutup lumpur bisa di ketemukan dengan cepat.. #PrayForJT610 #Salute'",netral
2018-11-01 18:32:49,KSOP Marunda dan tim patroli melaksanakan giat pencarian serpihan/ korban pesawat Lion Air JT 610 di perairan Pelab,netral
2018-11-01 18:27:35,"Black Box Lion Air JT 610 Ditemukan, Bergeser 500 Meter dari Titik Hilang Kontak #lionair #PrayForJT610 #blackbox",netral
2018-11-01 18:25:29,"Lion Air telah memesan pesawat Boeing 737 Max 8 sebanyak 280 Unit.\nHarga pesawat per unit berkisar 1,8 Triliun Rupi",netral
2018-11-01 18:25:03,"sdh jalan-Nya, semoga diterima di sisi-Nya #PrayForJT610'",netral
2018-11-01 18:23:50,Apa itu Black Box? Kegunaannya Dapat Merekam Situasi Saat Pesawat Hendak Mengalami Hal Yang Tak Terduga\nSimak disin,netral
2018-11-01 18:03:35,"Black Box Lion Air JT 610 Ditemukan, Begini Kronologisnya\nhttps://t.co/pXp6G6DpnB\n\n#BlackBox\n#LionAirJT610",netral
2018-11-01 17:50:41,Lindungi Mereka!\n#RekanJokowi\n#AyoTerusKerja\n#IndonesiaKuat\n#RekanJokowiDKI\n#PrayForJT610 \n#PrayForLionAirJT610,positif
2018-11-01 17:33:24,Koq ada ya org BEGO yg mengaitkan sebuah musibah dgn politik .......#salamsatujari #PrayForJT610',positif
2018-11-01 17:29:11,"Semoga keluarga, teman, kerabat dan siapapun yg mengenal Fauzan Azima diberikan kekuatan dan ketabahan.",positif
2018-11-01 17:17:27,"@rezky_dwinanda @briankhrisna Kadang mereka yg berkomentar itu hanya untuk di elu\xc2\xb2kan, dianggap yg paling benar/pin",negatif
2018-11-01 16:46:24,"Sudah dapatkah black boxnya, semoga cepat dapat #PrayForJT610'",netral
2018-11-01 16:39:03,semoga badan pesawat segera d temukan dan para korban bisa segera d evakuasi #prayforjt610',netral
2018-11-01 16:31:04,Panjang !! Tahap pengidentifikasian korban Pesawat Lion Air JT 610\nBlack Box sudah terdeteksi sinyalnya oleh Tim SA,netral
2018-11-01 16:21:47,"Kapal Baruna Jaya Siaga 24 Jam, Alhamdulillah Bagian Black Box #LionAirJT610 Ditemukan #PrayForJT610 - @BPPT_RI",netral
2018-11-01 16:18:37,Apa upaya pertama pemerintah dalam evakuasi korban dan data penting dari penerbangan Lion Air JT 610 ?\n#dutajokowi,netral
2018-11-01 16:12:15,Kami Segenap Keluarga Besar Direktorat Kelaikudaraan dan Pengoperasi Pesawat Udara Turut Berduka Cita untuk korban,positif
2018-11-01 16:03:22,"13:57 WIB Bagian black box dari pesawat Lion Air JT610 #LionAirJT610 yang ditemukan pagi tadi, masih ada bagian lai",netral
2018-11-01 15:53:42,Jadilah pribadi yg mencintai diri Anda sendiri dgn cara yg terbaik. Caranya? ya dgn mengoptimalkan kemampuan diri!.\n#PrayForJT610',netral
2018-11-01 15:44:03,Bonek bungurasih turut berduka #PrayForJT610',positif
2018-11-01 15:42:28,"Mohon doanya agar para penumpang dan awak kabin lainnya dapat segera ditemukan, aamiin #PrayForJT610'",positif
2018-11-01 15:40:04,Turut berduka #PrayForJT610',positif
2018-11-01 15:39:26,"Untuk informasi lebih lanjut, sahabat bisa menyambangi alamat posko gabungan pencarian dan pertolongan di dermaga ",netral
2018-11-01 15:32:36,"Laporan lapangan dari tim @dmcdompetdhuafa mengatakan total korban berjumlah 189, yang terdiri dari 178 penumpang ",netral
2018-11-01 15:28:36,"Sedangkan tim dua bergerak ke arah Karawang yang terdiri dari hillux DMC, Barzah 2 orang dan ambulance LKC #PrayForJT610'",netral
2018-11-01 15:22:48,"Syukurlah sudah ditemukan Black Box LA #JT610\nTerima kasih Tim SAR gabungan, terutama penyelam dari Batalyon Intai",positif
2018-11-01 15:02:41,"Untuk memudahkan proses evakuasi, tim pun di bagi dua. Tim satu tetap berada di Tanjung Priok yang terdiri dari hil'",netral
2018-11-01 14:56:37,Masih percaya ada Muzijat ya Tam. #PrayForJT610 #PrayForLionAir ,positif
2018-11-01 14:53:49,Yey. Black boxnya udh ketemu.\n\nTerus jodoh ku kapan ketemunya ya,netral
2018-11-01 14:48:49,Setelah berkoordinasi dengan @sar_nasional tim respon Dompet Dhuafa pun mulai melakukan pergerakan untuk membantu ,positif
2018-11-01 14:40:42,#PrayForJT610 Percaya pd takdir Tuhan wajib hukumnya. Ikhtiar juga wajib. Tragedi ini harus diusut tuntas.,netral
2018-11-01 14:29:46,Keluarga penumpang Lion Air JT610 bisa mendapatkan informasi terkait manives dan perkembangan terkini di Posko ,netral
2018-11-01 14:26:43,Angkasa Pura II menyediakan Posko Terpadu di Terminal I B Bandara Soekarno-Hatta. #PrayForJT610',netral
2018-11-01 14:16:54,"Penyelam-penyelam diturunkan untuk mencari back box pesawat yang jatuh di perairan Karawang, Jawa Barat. #PrayForJT610'",netral
2018-11-01 14:07:10,"Lokasi jatuhnya pesawat sudah ditemukan, di perairan Karawang, Jawa Barat. Mari kita doakan semoga proses evakuasi",netral
2018-11-01 14:06:31,"Musibah jatuhnya pesawat Lion Air JT-610 adalah duka kita semua. Kami di sini adalah keluargamu, hadapi situasi yang sulit",positif
2018-11-01 14:02:20,Sedangkan korban yang mengalami luka-luka dan perlu perawatan mendapat santunan Rp 20 juta.\n#PrayForJT610',netral
2018-11-01 14:02:20,Santunan untuk korban meninggal dunia Rp 50 juta per orang akan diserahkan kepada ahli waris.\n#PrayForJT610',netral
2018-11-01 13:56:25,Pesawat JT-610 yang jatuh mempunyai Certificate of registration issued 15/08/2018 expired 14/08/2021. \n#PrayForJT610',netral
2018-11-01 13:56:22,Semoga semua korban jatuhnya pesawat JT-160 dapat ditemukan.\n#PrayForJT610',netral
2018-11-01 13:53:39,Tim penyelam juga dikerahkan untuk menyelamatkan 189 penumpang dan kru pesawat JT-610 yang jatuh di perairan Karawang. \n#PrayForJT610',positif
2018-11-01 13:31:44,Basarnas mengerahkan beberapa helikopter untuk mencari korban jatuhnya pesawat JT-610 di perairan dengan kedalaman 35m,positif
2018-11-01 13:31:24,PT Jasa Raharja memastikan seluruh korban pesawat Lion Air JT-610 yang jatuh di perairan Tanjung Karawang akan mendapat asuransi,positif
2018-11-01 13:28:24,Musibah jatuhnya pesawat Lion Air JT-610 adalah ujian bersama kita sebagai manusia.\n#PrayForJT610',positif
2018-11-01 13:23:18,"Semoga keluarga korban jatuhnya pesawat Lion Air JT-610 diberikan kekuatan, kesabaran, dan ketabahan.\n#PrayForJT610'",positif
2018-11-01 13:11:27,@IpungLombok halah embuh cak..... repot ngomong e wedi keliru #LionAir #PrayForJT610',negatif
2018-11-01 13:00:03,"Ikut berbelasungkawa atas korban jatuhnya pesawat Lion Air JT-610 di perairan Karawang, Jawa Barat.\n#PrayForJT610'",positif
2018-11-01 12:38:36,Turut berduka cita yang mendalam atas musibah jatuhnya pesawat @LionAirID. Semoga tuhan memberikan yang terbaik,positif
2018-11-01 12:37:40,Berdoa dan berharap yang terbaik untuk korban jatuhnya pesawat Lion Air JT-610.\n#PrayForJT610',positif
2018-11-01 12:35:42,Pertamina turut berbela sungkawa atas musibah JT610. Guna memperlancar proses pencarian dan evakuasi,netral
2018-11-01 12:26:16,"Pesawat itu membawa 178 penumpang dewasa, 1 penumpang anak-anak dan 2 bayi dengan 2 Pilot dan 5 FA. Lokasi jatuhnya",netral
2018-11-01 12:18:48,Pesawat JT-610 berangkat dari Bandara Soekarno-Hatta pada pukul 06.10 WIB seharusnya mendarat di Bandar Udara  Depati Amir,netral
2018-11-01 12:14:36,Pesawat Lion Air rute Jakarta-Pangkal Pinang dengan nomor penerbangan JT-610 hilang kontak tak lama setelah take-off,negatif
2018-11-01 11:59:07,"Lokasi jatuhnya pesawat di perairan yang memiliki kedalaman 30-35 meter, di laut dekat Karawang. \n#PrayForJT610'",netral
2018-11-01 11:51:23,"Duka mendalam untuk korban, keluarga, dan teman penumpang serta awak pesawat Lion Air JT-610 yang jatuh di laut ",positif
2018-11-01 11:46:10,Lion Air JT-610 hilang kontak setelah 13 menit lepas landas dari Bandara Soekarno Hatta menuju Bandara Depati Amir,netral
2018-11-01 11:44:11,"Pesawat Lion Air JT-610 membawa 178 penumpang dewasa, 1 anak-anak dan 2 bayi, dengan 2 pilot dan 5 awak pesawat. \n#PrayForJT610'",netral
2018-11-01 11:40:25,"Dibuka crisis center di Bandara Soekarno Hatta, Bandara Depati Amir Pangkalpinang, dan Tanjung Karawang ",netral
2018-11-01 11:25:42,"Kotak hitam sudah ditemukan, semoga terungkap penyebab kecelakaan.\n\n#PrayForJT610'",netral
2018-11-01 11:10:44,"Ya Allah, janganlah Engkau biarkan aku hidup seorang diri. Aku ingin hidup bersama orang-orang yang aku sayangi.\n#PrayForJT610'",positif
2018-11-01 11:06:24,Black box ditemukan seneeeng.....\nnyawa melayang bagaimana? \n#LionAir \n#PrayForJT610',negatif
2018-11-01 11:00:28,Membuang waktu mu\nuntuk melakukan hal yang\ntidak berguna dapat\nmenghancurkan masa\ndepanmu.\n#PrayForJT610',negatif
2018-11-01 10:59:10,Turut Berduka atas Musibah Jatuhnya Lion Air JT-610\n \nSemoga diberikan kelancaran dalam proses evakuasi dan keluarga,positif
2018-11-01 10:55:55,"Alhamdulillah black box sudah ditemukan, semoga segera memperoleh titik terang. #PrayForJT610'",positif
2018-11-01 10:55:13,Kotak hitam pesawat #jt610 #JT610lionair sedang diteliti. Belum dinyatakan samada ia perakam data penerbangan atau,netral
2018-11-01 10:53:42,Semoga cepat ditemukan korban pesawat JT610 lion air. Semoga keluarga yang ditinggalkan diberikan ketabahan dan ikhlas,netral
2018-11-01 10:42:40,#PrayForJT610 #PrayForLionAir #PrayForLionAirJT610 #JT610 Detik-Detik Pengangkatan BlackBox JT610 selengkapnya,netral
2018-11-01 10:19:44,Yamaha Vixion motor sport paling laris di Indonesia.\n#PrayForJT610,negatif
2018-11-01 10:17:35,"semoga husnul khatimah, Jannatun Cintya Dewi. Korban lain, semoga dapat segera teridentifikasi, dan dapat dimakamkan",netral
2018-11-01 10:13:28,Yamaha N Max motor ternyaman di Indonesia.\n#PrayForJT610 ,negatif
2018-11-01 10:08:15,@mtrmkg10 Yamaha sama #PrayForJT610 apa hubungannya ? Dengkul mu dimana?,negatif
2018-11-01 10:02:42,#BREAKINGNEWS detik-detik pengangkatan kotak hitam #LionAirJT610 ke kapal Baruna Jaya I oleh Sertu Hendra,netral
2018-11-01 9:50:12,"Apa pun pilihan politik kalian, jangan gunakan ilmu cocoklogi atas musibah Lion Air JT-610 untuk membuat berita ",negatif
2018-11-01 9:42:38,Yamaha Mio M3 motor paling laris di Indonesia.\n#PrayForJT610',negatif
2018-11-01 9:32:50,"Semoga mereka selamat sampai tujuan, aman dalam perjalanan. Selalu dilimpahi berkat untuk bisa bertemu kerabat.\n#PrayForJT610'",posiitif
2018-11-01 9:29:23,"Bagi Tuhan tak ada yang mustahil, bagi Tuhan tak ada yang tak mungkin, mari kita bersama sama berdoa agar semua korban diterima di sisi-Nya",positif
2018-11-01 9:24:35,Yamaha terbukti paling irit dibanding merk motor lain.\n#PrayForJT610',negatif
2018-11-01 9:23:40,paling nyaman naik motor Yamaha.\n#PrayForJT610',negatif
2018-11-01 9:22:46,Detik Deyik Pengangkatan Kotak Hitam Lion Air JT 610 \n\nSemoga Cepat ditemukan pula Para Korban Penumpang Nya,netral
2018-11-01 9:13:14,"Black Box Lion Air JT-610 Ditemukan dan Diangkat ke Darat\n\n""Ya doakan saja semoga kita bisa temukan, kita bisa",netral
2018-11-01 9:03:41,Pray for JT 610 :\nMereka gugur saat menjalankan tugas negara. Meninggalkan orang - orang tercinta di saat hari baru,positif
2018-11-01 9:02:39,Alhamdulillah sudsh di temukan kotak hitamnya #PrayForJT610',positif
2018-11-01 8:57:49,Kotam Hitam Lion Air JT-610 Ditemukan Dalam Kondisi Utuh https://t.co/2eEaYfKGaT #LionAir #lionairJT610 #blackbox,positif
2018-11-01 8:54:08,Enaknya diapain ini.. \n\n#JT610 #PrayForJT610,negatif
2018-11-01 8:52:37,"Al-fatihah.. utk semua korban lion air JT610, termasuk tmn + abang kami Ambo Malibone H.M \n#PrayForJT610",positif
2018-11-01 8:39:10,"@rezky_dwinanda @IriantoIrfan Hal yg Pasti di dunia adalah Kelahiran,Kematian, Rejeki, Jodoh ",netral
2018-11-01 8:30:16,Keluarga Wahyu Susilo Korban Lion Air Kirim Data Pendukung ke Jakarta #lionair #PrayForJT610 ,netral
2018-11-01 8:30:07,Breaking Nyus...\nYa Allah...terima kasih kotak hitam #BlackBox (flight data recorder &amp; cockpit voice recorder),positif
2018-11-01 8:26:21,Presiden @jokowi meminta manajemen keselamatan penerbangan murah alias Low Cost Carrier (LCC) diperketat. Ia berharap,positif
2018-11-01 8:24:48,#BreakingNews Akhirnya! Black box Lion Air JT610 ditemukan. Black box sudah diangkat di Kapal Baruna Jaya I. Walaupun,netral
2018-11-01 8:19:42,"Kotak hitam ditemukan sekitar pukul 10.00 WIB ditemukan oleh Sertu Hendra, anggota tim penyelam TNI AL, di kedalaman",netral
2018-11-01 8:17:55,"Kompas TV melaporkan, kotak hitam sudah dibawa oleh Kapal Riset Baruna Jaya I milik\xc2\xa0Badan Pengkajian dan Penerapan",netral
2018-11-01 8:17:39,"alhamdulillh sudah ktmu kotak hitam.. selamat ya untuk tim basarnas, TNI, POLRI, semua hebat... aku kagum #basarnas",positif
2018-11-01 8:17:20,"Turut berduka atas musibah dunia penerbangan indonesia.\ntetap tabah kepada keluarga yang di tinggalkan, semoga mereka",positif
2018-11-01 7:58:26,"Kotak hitam pesawat Lion Air PK-LQP JT 610 yang jatuh di perairan Karawang, Jawa Barat, ditemukan, Kamis (1/11/2018)",positif
2018-11-01 7:58:04,Puji Tuhan.. Black box sudah berhasil ditemukan \xf0\x9f\x98\x87 semoga bangkai pesawat segera ditemukan juga #PrayForJT610',[psotof
2018-11-01 7:54:01,Kotak Hitam sudah di temukan,positif
2018-11-01 7:51:33,"Nunggu masuk ""air crash investigation"" nat.geo. #PrayForJT610 ",netral
2018-11-01 7:38:48,Kami segenap keluarga besar Komisi Aparatur Sipil Negara turut berbela sungkawa thdp seluruh korban dan keluarga ,positif
2018-11-01 7:35:01,Turut berduka cita atas tragedi kecelakaan pesawat JT610 Jakarta-Pangkal Pinang.\n.\nSemoga amal ibadah para korban,positif
2018-11-01 7:31:49,Turut berduka cita untuk para korban jatuhnya pesawat lion JT610\n#PrayFOrLionAir #PrayForJT610 #JT610 #GodBlessYou,positif
2018-11-01 7:21:11," Hingga saat ini, menurut pantauan Incident Management Team (IMT) PHE ONWJ, operasi perusahaan lepas pantai utara jawa",negatif
2018-11-01 7:19:32,"""Aksi perbantuan ini sebagai bentuk kepedulian kemanusiaan dan kami berdoa agar pesawat Lion JT-610 segera dapat ",netral
2018-11-01 7:14:31,"PHE ONWJ mengerahkan 5 kapal untuk membantu upaya pencarian pesawat Lion Air JT-610 yaitu Victory, Dunamos",positif
2018-11-01 7:12:09,"""Saat ini, sebagian kegiatan operasional perusahaan yang menggunakan kapal kerja tersebut dihentikan sementara ",positif
2018-11-01 7:11:09,Kapal kerja PHE ONWJ berkoordinasi dengan kapal Basarnas dalam upaya membantu pencarian pesawat Lion Air JT-610 ,positif
2018-11-01 7:06:59,"Memasuki hari ke-3, Pertamina Hulu Energi Offshore North West Java (PHE ONWJ) masih terlibat aktif dalam membantu ",positif
2018-11-01 7:00:41,"@jokowi Saya pribadi, menyampaikan Turut Berduka Cita yang sedalam dalam nya semoga para korban, baik yang telah ",positif
2018-11-01 6:59:48,"Turut berduka cita atas musibah maskapai Lion Air JT610. semoga amal ibadah korban diterima disisiNya, dan semoga ",positif
2018-11-01 6:57:24,"ProJo , kalo Prabowo kalian bilang penyebar Hoax , trus kalo Maruf Amin apa coba?\n#HoaxEsemka #PrayForJT610 #JokowiBohongiGuruHonorer'",negatif
2018-11-01 6:52:24,Detik-detik Kecelakan Pesawat !!!!\n#PrayForJT610 #PrayForLionAirJT610 #PrayForLionAir #LionAir #PesawatJatuh,netral
2018-11-01 6:49:49,Presiden Jokowi Tinjau Posko Evakuasi Lion Air JT-610 di Tanjung Priok\nhttps://t.co/xmn7JdDoiJ\n\n@Jay_Subyakto,positif
2018-11-01 6:47:59,"Mohon doanya buat Vera, semoga bisa ditemukan. Dia teman kuliahku. Sebenarnya kita mau wisuda bareng. \n#PrayforVera",positif
2018-11-01 6:47:55,"@PemkotSmg siap membantu apapun yang dibutuhkan oleh keluarga Joyo Nuroso warga Kampung Batik, Kelurahan Rejomulyo",positif
2018-11-01 6:47:32,"#prayforjt610...semoga dg kejadian ini,kita selalu ingat dg Allah SWT...dan kita ambil hikmahnya....Aamiiin'",positif
2018-11-01 6:47:00,"Black Box mulai terdeteksi, Lion Air jatuh karena masalah teknis? \n\nBaca lebih lengkap di Koran SINDO edisi hari ini",netral
2018-11-01 6:46:52,"Jenazah Jannatun korban #LionAir dimakamkan di Sukodono, Sidoarjo\nInnalilahi wainailaihirojiun...semoga almarhumah",netral
2018-11-01 6:44:45,Masih soal Lion Air. \nSemoga para korban khusnuk khotimah dan keluarga di beri ketabahan. #PrayForJT610,positif
2018-11-01 6:43:00,Dimana pun kamu berada kamu akan dijemput kamu akan dicabut kematian walaupun kau berada didalam kotak besi yang ,negatif
2018-11-01 6:39:00,"Dipastikan, tak ada penumpang Lion Air #JT610 yang selamat. Tapi keluarga korban tetap setia menunggu kabar yang",negatif
2018-11-01 6:35:00,#JT610\n#PrayForJT610 \nFakta-fakta Terbaru Jatuhnya Lion Air JT 610 ,netral
2018-11-01 6:32:42,"Operasi SAR Lion Air, Basarnas: 56 Kantong Jenazah Diserahkan ke DVI Polri via ",netral
2018-11-01 6:31:00,"b""Solat gaib dan doa bersama ratusan karyawan #LionAir yg berlokasi di Lion Operation Center memohon do'a agar Allah",positif
2018-11-01 6:27:18,Hotman Paris Hutapea Minta Kapolri Jenderal Tito Karnavian Jatuhkan Tersangka Kepada Bos Lion Air \n\nKarena sudah ,negatif
2018-11-01 6:25:35,Jgn lupa mampir chanel yutubku jgn lp subscribe share like komen ya,negatif
2018-11-01 6:23:43,Ucapan takziah diucapkan kepada keluarga mangsa yang nahas dalam #JT610 Semoga semuanya dipermudahkan insyaAllah. ,positif
2018-11-01 6:22:57,"Sekali lagi, mari kita panjatkan doa atas musibah yang terjadi pada Senin lalu. Kami turut berduka cita atas jatuh",positif
2018-11-01 6:15:00,Terjawab sudah penyebabnya jatuh pesawat..yaitu jawabannya di kotak hitam tentunya..sudah jgn berasumsi dan mencaci,negatif
2018-11-01 5:57:46,"@ustadtengkuzul Apapun di lakukan buat oposisi,demi kepentingan politiknya #PrayForJT610'",negatif
2018-11-01 5:56:50,"b""#PrayforJT610 Innalillahi wa inna ilaihi raji'un.\nAllahummaghfir lahu m warhamhum ",positif
2018-11-01 5:47:55,sebuah tempat\nsebuah cerita\n\n#PrayForJT610 \n#Semarang \n#wonderfullindonesia,negatif
2018-11-01 5:47:46,Badan Lion Air Terendam Lumpur #lionair #lionairjt610 #lionairjt610jatuh #lionairindonesia #tanjungkarawang,netral
2018-11-01 5:47:38,Headline Surat Kabar Terpilih Tentang Jatuhnya Pesawat Lion Air (3-Habis)\n\n#newspaper #prayforlionair #prayforjt610,netral
2018-11-01 5:47:29,Tak ada satupun yg tau kapan ajal menjemput Duka mendalam untuk saudara kita yg menjadi korban#PrayForJT610 ,positif
2018-11-01 5:47:17,"@rezky_dwinanda sabar sabar, banyak org yg percaya kok, namanya jg bencana, mana ada orang yg mau terjadi, apalagi",positif
2018-11-01 5:47:03,"Korban jt-610 yg pertama teridentifikasi bernama Jannatun chintya dewi.""semoga jannah utk kalian""Aamiin#PrayForJT610'",positif
2018-11-01 5:46:55,Kami melayani #jasapembuatanwebsite area #jabodetabek 085711119998 #LionAir #LionAircrash #PrayForJT610,negatif
2018-11-01 5:46:45,"Kami melayani #rentalmobil area jabodetabek,antar jemput #bandara.085711119998/085811119998. #LionAir #LionAircrash",negatif
2018-11-01 5:46:15,"jangan lupa bersyukur,\n\n#PrayForJT610 #prayforindonesia'",netral
2018-11-01 5:46:00,Vera Junita semoga Lu sama Koko Lu cepat ditemukan ya. #PrayForJT610 #PrayToVera ,positif
2018-11-01 5:45:40,Turut berduka atas tragedi jatuhnya pesawat Lion Air JT 610 #PrayForJT610 #PrayForLionAir #PrayForBoeing,positif
2018-11-01 5:45:18,"Allahu akbar, lindungi mereka ya rabb\n#PrayForJT610'",positif
2018-11-01 5:44:02,PBNU atau HTI\n#PBNU\n#HTI\n#PrayForJT610\n#IndonesianTVAwards2018 \n#PesonaRapaiFestival',negatif
2018-11-01 5:43:52,"Andaikata main body pesawat #JT610 ditemukan, Basarnas akan meminjam crane milik ESDM yang sanggup angkat beban ",netral
2018-11-01 5:43:39,jokowi atau prabowo?\n#PrabowoSandi\n#JokowiAmin\n#PrayForJT610\n#IndonesianTVAwards2018',negatif
2018-11-01 5:43:33,Sebuah jawaban yang sebenarnya mereka sudah tahu. Tapi ini seakan mempertegas saja kalau orang yang mereka kasihi,netral
2018-11-01 5:43:28,"Takkan lelah aku menanti, takkan hilang cintaku ini. Hingga saat kau tak kembali, kan kukenang di hati saja.",negatif
2018-11-01 5:43:22,sepertinya . . indonesia harus mengadakan ngopi sama dangdutan bareng. biar bangsanya tidak ada yang kurang ngopi,negatif
2018-11-01 5:43:17,   ,netral
2018-11-01 5:43:13,InsyaAllah besok ada titik terang.Amiin.\n#PrayForJT610 \n#PrayForJT610 \n#PrayForJT610',netral
2018-11-01 5:43:00,"@rezky_dwinanda manusia hanya bisa berencana, tapi tuhan yang menentukan\n\nterimakasih, turut berduka\n#PrayForJT610 #PrayForLionAir'",positif
2018-11-01 5:42:52,@rlthingy SEDIIHHHHHH #PrayForJT610,netral
2018-11-01 5:42:40,Tangis Epi Samsul Komar langsung pecah begitu melihat sepasang sepatu sneakers milik Muhammad Rafi Andrian. Sepatu,netral
